"","Name","ID","F635_B635","F532_B532","F532_B532_plum","ratio","log635_532"
"1731","CLK2 | Hs.73986 | IMAGE:713080 | AA2830*","hAA2086",2532,3094,2486.75931872937,1.01819262561113,0.0180291198858469
"7553","SLC22A6 | Hs.23965 | IMAGE:1635951 | AI*","hAC8234",2997,3662,2943.28139146314,1.0182512649632,0.0180867098369987
"7151","KIAA1394 | Hs.32156 | IMAGE:1593420 | A*","hAC6667",2290,2798,2248.85344983994,1.01829667920913,0.0181313090776504
"2449","PTK6 | Hs.51133 | IMAGE:1502180 | AA887*","hAC8136",789,964,774.801545977735,1.01832527838383,0.0181593939901202
"7615","Hs.327169 | IMAGE:1851108 | AI242157","hAD7946",2605,3182,2557.48809056136,1.01857756820608,0.0184071130445267
"4199","IMP13 | Hs.158497 | IMAGE:826286 | AA52*","hAC9440",3405,4159,3342.73820510519,1.01862598596555,0.0184546465954926
"5273","HSPA6 | Hs.3268 | IMAGE:2310335 | AI654*","hAD1823",1969,2405,1932.98518472661,1.01863170786717,0.0184602638540558
"3517","Hs.151631 | IMAGE:417827 | W88665","hAD0586",560,684,549.755453785032,1.01863473321535,0.0184632338614361
"8357","MAT1A | Hs.323715 | IMAGE:462544 | AA69*","hAD0782",2296,2804,2253.67586610121,1.01878004487487,0.0186058770397679
"9129","VTI2 | Hs.169206 | IMAGE:451098 | AA704*","hAB7141",2329,2844,2285.82530784303,1.01888801038681,0.018711846716001
"10849","GAD2 | Hs.170808 | IMAGE:33643 | R44005","hAA8984",1149,1403,1127.64166909415,1.01894070739955,0.0187635655010865
"9156","IMAGE:730390 | g2099916","hAE0122",2651,3237,2601.69357295636,1.018951665775,0.0187743201175728
"10932","KIAA1836 | Hs.318773 | IMAGE:814964 | A*","hAB9835",2720,3321,2669.20740061417,1.01902909431996,0.018850305668088
"7911","Hs.186845 | IMAGE:460569 | AA700310","hAC4356",2216,2705,2174.10599779022,1.01926953067254,0.0190862243413844
"8601","Hs.24435 | IMAGE:486288 | AA043945","hAB9942",2603,3177,2553.46941034364,1.01939736949882,0.0192116384798409
"1776","ACTN1 | Hs.119000 | IMAGE:854079 | AA66*","chAB7233",2957,3609,2900.68338115524,1.01941494863267,0.0192288829644802
"5813","FGF12B | Hs.343809 | IMAGE:384064 | AA7*","hAC9247",1393,1700,1366.35127402713,1.01950356872309,0.0193158114902898
"6763","Hs.167726 | IMAGE:1737785 | AI139773","hAD6098",2709,3306,2657.15135996099,1.01951286660605,0.0193249314589172
"10490","Hs.25046 | IMAGE:1543704 | AA922220","hAD2821",2770,3380,2716.62782718335,1.01964647946347,0.0194559784591114
"4458","ETV6 | Hs.169081 | IMAGE:1590021 | AA98*","hAC8096",1840,2245,1804.38741775935,1.01973666070276,0.0195444181814681
"3140","H4FH | Hs.93758 | IMAGE:447715 | AA7027*","hAC2417",1195,1458,1171.84715148915,1.01975756691598,0.0195649195517994
"4440","KIAA0335 | Hs.29878 | IMAGE:753770 | AA*","hAA0509",2204,2689,2161.2462210935,1.01978200285059,0.0195888817587322
"7719","REQ | Hs.13495 | IMAGE:743519 | AA609415","hAB3572",1277,1558,1252.22075584368,1.01978823944634,0.0195949973566372
"7855","Hs.8077 | IMAGE:46927 | H10231","hAB1333",1023,1248,1003.06258234462,1.01987654410234,0.0196815847770451
"9555","CBR1 | Hs.88778 | IMAGE:711552 | AA2809*","hAA2340",9090,11088,8911.82525083105,1.019993070348,0.0197958334966318
"11741","HMG17L3 | Hs.236774 | IMAGE:841508 | AA*","hAD1021",8055,9824,7895.9028917897,1.02014932432562,0.0199490129789426
"5871","DKFZP564D1378 | Hs.318401 | IMAGE:50660*","hAB1347",1877,2289,1839.75180367535,1.02024631597058,0.0200440843887338
"3423","Hs.268657 | IMAGE:123858 | R00766","hAA3519",880,1073,862.408774724181,1.02039778094958,0.0201925325963452
"3943","GSTTLp28 | Hs.11465 | IMAGE:774036 | AA*","hAA1900",6322,7708,6195.1974236477,1.02046788305217,0.0202612309960977
"1496","CASP3 | Hs.74552 | IMAGE:429574 | AA011*","hAA5036",2182,2660,2137.93787583068,1.02060963728995,0.0204001323720631
"1517","IER3 | Hs.76095 | IMAGE:810724 | AA4808*","hAA1050",1014,1236,993.417749822076,1.02071862535334,0.0205069138882841
"9690","IMAGE:418238 | W90605","hAB0799",896,1092,877.679759551543,1.02087349087077,0.0206586244248718
"8712","HSA243666 | Hs.337078 | IMAGE:153743 | *","hAA2728",11928,14537,11683.910865019,1.02089104733859,0.0206758217730409
"5202","RANBP2 | Hs.199179 | IMAGE:133440 | R27*","hAB3904",1648,2008,1613.9019754391,1.02112769243722,0.0209075974125889
"7109","TCFL4 | Hs.78185 | IMAGE:502582 | AA134*","hAB7190",3000,3655,2937.65523915832,1.02122262681156,0.0210005632211596
"8610","FLJ20686 | Hs.271480 | IMAGE:1840803 | *","hAD7212",5294,6449,5183.29374482408,1.02135828309682,0.0211333915314609
"4536","ENTPD5 | Hs.80975 | IMAGE:1635701 | AI0*","hAC7322",1330,1620,1302.0523905435,1.02146427414095,0.0212371607441612
"8138","Hs.47248 | IMAGE:283252 | N51392","hAB4391",977,1190,956.445891818989,1.02149008988049,0.0212624336919993
"7391","IMAGE:773341 | g2106205","hAD9940",2211,2693,2164.46116526768,1.02150134891728,0.0212734558006389
"8784","VSHK1 | Hs.310512 | IMAGE:1706610 | AI1*","hAD5458",2667,3248,2610.53466943536,1.02162979531578,0.0213991906552372
"9849","API5 | Hs.227913 | IMAGE:471597 | AA035*","hAC8129",10867,13232,10635.0353281923,1.02181136824179,0.0215769035541705
"5919","PLGL | Hs.262869 | IMAGE:296640 | N73991","hAA4208",3756,4573,3675.48492713297,1.02190597280719,0.02166948442489
"3114","Hs.60416 | IMAGE:430265 | AA010563","hAB2522",469,571,458.933280864406,1.02193503839302,0.0216979265450607
"9328","Hs.83004 | IMAGE:244077 | N34055","hAA4375",938,1142,917.866561728811,1.02193503839302,0.0216979265450607
"4806","Hs.25766 | IMAGE:1897319 | AI301280","hAD9068",929,1131,909.025465249812,1.02197357006352,0.0217356304525097
"8475","Hs.183140 | IMAGE:111363 | T85176","hAD1912",1321,1608,1292.40755802095,1.02212339428193,0.0218822225382052
"4175","HABP2 | Hs.241363 | IMAGE:611407 | AA18*","hAA8481",1418,1726,1387.24841115931,1.02216732676954,0.0219252032034911
"11301","Hs.137324 | IMAGE:1653746 | AI085050","hAD4392",890,1083,870.446135159634,1.02246418709962,0.0222155834799866
"7126","Hs.132669 | IMAGE:1655229 | AI033378","hAD4431",1670,2032,1633.19164048419,1.02253768547633,0.02228746446722
"7408","Hs.349086 | IMAGE:415287 | W95054","hAC4012",1615,1965,1579.34132556665,1.02257819374197,0.0223270791081868
"5604","SARDH | Hs.198003 | IMAGE:1870053 | AI2*","hAD8449",2266,2757,2215.90027205458,1.02260919797576,0.0223573983189465
"4265","Hs.150525 | IMAGE:1849727 | AI248794","hAD7870",1094,1331,1069.77267395889,1.02264717227395,0.0223945323416065
"9289","Hs.269827 | IMAGE:1655233 | AI033390","hAD4432",397,483,388.204509032413,1.02265684906522,0.0224039947894094
"5490","Hs.149307 | IMAGE:1850557 | AI248278","hAD7920",850,1034,831.063069025911,1.02278639453475,0.0225306621707792
"6175","KIAA0211 | Hs.79347 | IMAGE:51975 | H23*","hAA8448",3026,3681,2958.5523762905,1.022797508758,0.0225415287240719
"4986","Hs.148917 | IMAGE:1850434 | AI241507","hAD7913",2357,2867,2304.31123684457,1.02286529801746,0.0226078048075529
"3367","","No_DNA",1605,1952,1568.89275700056,1.02301447491444,0.0227536363458699
"9237","GADD45B | Hs.110571 | IMAGE:825461 | AA*","hAB9886",1397,1699,1365.54753798358,1.02303285762051,0.0227716053398214
"8906","IMAGE:184354","hAD9931",1881,2287,1838.14433158826,1.02331463730855,0.0230470030330408
"9344","Hs.23590 | IMAGE:1877780 | AI276473","hAD8638",1645,2000,1607.47208709074,1.02334591885647,0.0230775714121816
"2380","IMAGE:52979 | g900537","hAE0049",1692,2057,1653.28504157282,1.02341698948074,0.0231470182680031
"9234","PRKCZ | Hs.78793 | IMAGE:782668 | AA447*","hAB2891",2443,2970,2387.09604932975,1.02341922968954,0.0231492072157867
"11560","PPP6C | Hs.80324 | IMAGE:826459 | AA521*","hAA2147",9643,11722,9421.39390243881,1.02352158288423,0.0232492132288014
"11622","Hs.150784 | IMAGE:1901295 | AI301670","hAD9189",1675,2036,1636.40658465837,1.02358424593463,0.0233104343435451
"3400","AUTL1 | Hs.7353 | IMAGE:174681 | H27880","hAC3623",761,925,743.455840279466,1.02359811944438,0.0233239881040523
"5116","Hs.133534 | IMAGE:1674272 | AI056866","hAD4785",884,1074,863.212510767726,1.0240815430418,0.0237961553236251
"2153","Hs.355963 | IMAGE:594153 | AA169339","hAC9301",1650,2004,1610.68703126492,1.02440757761873,0.0241144724446625
"4209","","No_DNA",485,589,473.400529648222,1.02450244481221,0.0242070750406881
"5260","PTPN18 | Hs.278597 | IMAGE:2313483 | AI*","hAD1837",994,1207,970.10940455926,1.02462670223426,0.0243283533138342
"1695","GNOLC59.1","hAE2313",1116,1355,1089.06233900397,1.02473472824399,0.0244337773822466
"3577","NBL1 | Hs.76307 | IMAGE:898305 | AA5988*","hAA1739",3148,3822,3071.8791584304,1.02477989453481,0.0244778524918672
"5789","ROR2 | Hs.155585 | IMAGE:503053 | AA149*","hAC7798",2432,2952,2372.62880054593,1.02502338311008,0.024715425120486
"10619","FLJ11218 | Hs.274413 | IMAGE:1696319 | *","hAD5202",1544,1874,1506.20134560402,1.02509535295948,0.0247856355411456
"7385","FLJ10038 | Hs.181202 | IMAGE:251755 | H*","hAD0367",1727,2096,1684.63074727109,1.02515046861013,0.0248394004605375
"36","RBBP7 | Hs.31314 | IMAGE:1601546 | AA99*","hAC9765",337,409,328.728041810056,1.02516353075447,0.0248521420643516
"8894","FLJ10743 | Hs.3376 | IMAGE:840974 | AA4*","hAB0062",4898,5944,4777.40704283367,1.02524234508073,0.0249290188693096
"5696","MAPK8IP1 | Hs.234249 | IMAGE:1761751 | *","hAD1250",3751,4552,3658.60647021852,1.02525374908003,0.0249401420305122
"7480","CBLB | Hs.3144 | IMAGE:450949 | AA704729","hAB7139",1241,1506,1210.42648157933,1.02525846789206,0.0249447445995599
"9627","Hs.72069 | IMAGE:491715 | AA150484","hAB2754",609,739,593.960936180027,1.02531995440086,0.0250047145164869
"2134","IMAGE:1898705 | g3961413","hAE0240",525,637,511.9798597384,1.02543096181216,0.0251129747742521
"9412","IMAGE:253610 | g1087133","hAD9936",1599,1940,1559.24792447802,1.02549439053144,0.0251748285313721
"8102","Cab45 | Hs.42806 | IMAGE:1712085 | AI12*","hAD5579",7440,9026,7254.5215290405,1.02556729209735,0.0252459151949828
"3873","Hs.10477 | IMAGE:74512 | T59014","hAB1080",1333,1617,1299.64118241286,1.02566771354937,0.0253438283563934
"3775","GNOLC88.4","xAA0085",536,650,522.42842830449,1.02597785832512,0.0256461659359108
"8104","Hs.158480 | IMAGE:1758186 | AI200688","hAD6849",1340,1625,1306.07107076122,1.02597785832512,0.0256461659359108
"9500","CHD3 | Hs.25601 | IMAGE:379708 | AA7780*","hAB7108",3367,4083,3281.65426579574,1.02600692434112,0.0256744955962904
"2417","RMP | Hs.7943 | IMAGE:137989 | R63137","hAA3914",475,576,462.951961082132,1.02602438250765,0.0256915110935417
"7593","Hs.135120 | IMAGE:1655622 | AI032669","hAD4443",955,1158,930.726338425537,1.02608034238671,0.0257460501025813
"1660","BRD4 | Hs.278675 | IMAGE:511865 | AA085*","hAB0903",1996,2420,1945.04122537979,1.02619932881384,0.0258620054754689
"7921","Hs.190146 | IMAGE:814780 | AA455227","hAB7358",1277,1548,1244.18339540823,1.02637601877093,0.0260341696376586
"6584","Hs.65857 | IMAGE:1733625 | AI190322","hAD5772",2684,3253,2614.55334965308,1.02656157326303,0.0262149393730126
"5635","HSPC213 | Hs.170219 | IMAGE:50606 | H17*","hAC1979",7864,9530,7659.60449498736,1.02668486410054,0.0263350329335464
"7880","CLIC3 | Hs.64746 | IMAGE:302996 | N91135","hAB1015",1308,1585,1273.92162901941,1.02675075939077,0.0263992134605546
"6157","Hs.47188 | IMAGE:281934 | N51068","hAB2025",416,504,405.082965946866,1.02695011879262,0.0265933599446863
"7474","SKIL | Hs.38783 | IMAGE:1390860 | AA844*","hAB6899",2734,3312,2661.97377622226,1.0270574505358,0.0266978695335361
"2795","TDG | Hs.173824 | IMAGE:112564 | T91074","hAC7663",1765,2138,1718.3876611,1.02712562476744,0.0267642455371981
"4827","Hs.134037 | IMAGE:448541 | AA777750","hAD0682",786,952,765.156713455191,1.02724054586241,0.0268761253926329
"4578","Hs.148983 | IMAGE:1848538 | AI242955","hAD7814",1976,2393,1923.34035220407,1.02737926635584,0.0270111581542315
"8947","Hs.43143 | IMAGE:280977 | N50864","hAA6556",1057,1280,1028.78213573807,1.02742841587319,0.0270589967113664
"6638","Hs.118380 | IMAGE:462963 | AA682439","hAC2569",1204,1458,1171.84715148915,1.02743774942832,0.0270680810549546
"7924","FLJ14511 | Hs.40919 | IMAGE:131308 | R2*","hAB7737",3121,3779,3037.31850855795,1.02755110838928,0.0271784066760821
"8032","SCYA26 | Hs.131342 | IMAGE:2010188 | AI*","hAD1381",2780,3366,2705.37552257371,1.02758377785399,0.0272101996887231
"1902","Hs.300390 | IMAGE:453753 | AA776438","hAC4272",1903,2304,1851.80784432853,1.02764442100635,0.0272692132351592
"2559","SAS | Hs.50984 | IMAGE:855559 | AA664211","hAC2037",1963,2376,1909.6768394638,1.02792260943541,0.0275398815487173
"4034","PA26 | Hs.14125 | IMAGE:1055851 | AA628*","hAC1618",1546,1871,1503.79013747338,1.0280689848103,0.0276822706280692
"1211","GNOLC59.3","hAE2316",319,386,310.242112808512,1.02822920174249,0.0278381010748054
"8351","CYP3A3 | Hs.329704 | IMAGE:78497 | T603*","hAD1445",1886,2282,1834.12565137053,1.02828287614358,0.0278903005261735
"6338","CH25H | Hs.194687 | IMAGE:1555741 | AI0*","hAD1479",1548,1873,1505.39760956048,1.02829975959106,0.0279067194603754
"2621","ABS | Hs.274317 | IMAGE:613251 | AA1817*","hAE0512",4103,4964,3989.74572015921,1.02838634032955,0.0279909138724799
"3592","PPP1R15B | Hs.334712 | IMAGE:1678376 | *","hAD4881",1040,1258,1011.09994278007,1.02858278988768,0.0281819226298242
"3616","Hs.60418 | IMAGE:430313 | AA010611","hAB2523",740,895,719.343758973105,1.02871539617774,0.0283108356781516
"2843","Hs.144301 | IMAGE:625463 | AA181160","hAB0393",1366,1652,1327.77194393695,1.02879113106555,0.0283844538046037
"2877","Hs.269640 | IMAGE:436373 | AA776478","hAD0666",812,982,789.268794761552,1.02880033442259,0.0283933995620036
"2757","Hs.344275 | IMAGE:1849966 | AI248084","hAD7889",841,1017,817.39955628564,1.02887259178559,0.0284636316791797
"2791","GLTSCR2 | Hs.326588 | IMAGE:1636122 | A*","hAC5768",2480,2999,2410.40439459256,1.02887299971887,0.0284640281648104
"7893","IMAGE:133139 | g784542","hAE0026",8021,9696,7793.0246782159,1.02925376618162,0.0288340408126205
"4166","Hs.113090 | IMAGE:435866 | AA701390","hAB9490",1116,1349,1084.2399227427,1.02929248092706,0.0288716544882921
"1691","NDUFB4 | Hs.227750 | IMAGE:450896 | AA7*","hAB9622",2947,3562,2862.9077871086,1.0293730078454,0.0289498866428794
"11728","RAB9A | Hs.330994 | IMAGE:250667 | H985*","hAA0366",4718,5702,4582.90292029569,1.02947849475624,0.0290523582497946
"4234","AK2 | Hs.171811 | IMAGE:45464 | H09730","hAA8576",4049,4893,3932.68046106749,1.02957767356998,0.0291486924978293
"4486","WNT4 | Hs.302428 | IMAGE:770593 | AA434*","hAA5042",1206,1457,1171.0434154456,1.02985080151029,0.0294139388467176
"3265","Hs.166515 | IMAGE:1675424 | AI056809","hAD4809",764,923,741.848368192375,1.02986005329041,0.02942292241846
"7608","ESRRA | Hs.110849 | IMAGE:489553 | AA09*","hAB6938",4863,5874,4721.1455197855,1.03004662313839,0.0296040664000122
"9491","E2F5 | Hs.2331 | IMAGE:809828 | AA455521","hAA9021",1092,1319,1060.12784143634,1.03006444819002,0.0296213713423274
"5229","Hs.343473 | IMAGE:342027 | W60283","hAB3622",4073,4919,3953.57759819967,1.03020616108679,0.0297589386078643
"3619","Hs.94680 | IMAGE:324762 | AA284112","hAB2955",419,506,406.690438033957,1.03026764540015,0.0298186183894638
"7639","IMAGE:1159427","hAE0131",5208,6289,5054.69597785682,1.03032902924622,0.0298781970996934
"9383","GTPBP5 | Hs.340636 | IMAGE:1421061 | AA*","hAC4893",5903,7125,5726.61931026075,1.03080014231489,0.0303353378586297
"4684","Hs.139515 | IMAGE:701734 | AA292481","hAC9462",1610,1943,1561.65913260865,1.03095481362223,0.0304853763558603
"1572","ZHX1 | Hs.12940 | IMAGE:278386 | N66085","hAB2143",571,689,553.774134002759,1.03110630298445,0.0306323063971432
"4645","Hs.48969 | IMAGE:290258 | N64398","hAB2129",392,473,380.167148596959,1.03112539167761,0.0306508190533213
"2909","FLJ23471 | Hs.110964 | IMAGE:503234 | A*","hAB3685",881,1063,854.371414288727,1.03116745863208,0.0306916153490232
"2960","PSMA1 | Hs.82159 | IMAGE:134544 | R27585","hAA0168",7842,9462,7604.95044402628,1.0311704274365,0.0306944944159752
"7597","Hs.133228 | IMAGE:1673424 | AI052312","hAD4771",2038,2459,1976.38693107806,1.03117459843166,0.0306985393212692
"6464","EIF3S6 | Hs.106673 | IMAGE:856961 | AA6*","hAB0334",19034,22964,18456.9945039758,1.0312621589555,0.030783449099553
"11736","MYOD1 | Hs.284203 | IMAGE:1894108 | AI3*","hAC8341",9580,11557,9288.77745525383,1.03135208547616,0.0308706457442565
"7827","CBFB | Hs.179881 | IMAGE:322494 | W15157","hAC9244",7866,9489,7626.651317202,1.03138319464771,0.0309008087727879
"7566","CBFA2T2 | Hs.153934 | IMAGE:897595 | AA*","hAB1174",2380,2871,2307.52618101875,1.03140758253466,0.0309244542992482
"4803","Hs.149303 | IMAGE:1850539 | AI248261","hAD7919",1663,2006,1612.29450335201,1.03144927712808,0.0309648784258384
"10332","MAP2K3 | Hs.180533 | IMAGE:1358393 | AA*","hAC7986",9255,11163,8972.10545409695,1.03153045261788,0.0310435757476574
"394","TOP1 | Hs.317 | IMAGE:666425 | AA232856","hAA2285",2256,2721,2186.96577448695,1.03156621210922,0.0310782415894949
"6414","XLKD1 | Hs.17917 | IMAGE:151365 | H02824","hAB7887",1010,1218,978.950501038259,1.03171712862786,0.0312245293202544
"4274","","No_DNA",102,123,98.8595333560804,1.03176695799896,0.0312728256666452
"5339","Hs.85944 | IMAGE:664969 | AA194830","hAB5456",1020,1230,988.595333560804,1.03176695799896,0.0312728256666452
"7788","NODAL | Hs.65853 | IMAGE:1571493 | AA93*","hAD1920",3352,4042,3248.70108801038,1.03179698876294,0.031301931393199
"2615","Hs.332436 | IMAGE:590539 | AA155754","hAB4580",1385,1670,1342.23919272077,1.03185781454687,0.0313608809654297
"9042","Hs.148126 | IMAGE:434576 | AA693812","hAD0636",1594,1922,1544.7806756942,1.03186169084079,0.0313646375747141
"6098","Hs.104176 | IMAGE:683122 | AA214530","hAC0150",2057,2480,1993.26538799251,1.03197497553082,0.0314744182487209
"9425","Hs.16365 | IMAGE:22500 | T87233","hAC3405",2858,3445,2768.8706700138,1.03218977720825,0.0316825427968453
"11571","RRAS2 | Hs.206097 | IMAGE:773674 | AA43*","hAD1038",11262,13575,10910.7167911284,1.03219616232338,0.0316887287672192
"1042","ACTN1 | Hs.119000 | IMAGE:854079 | AA66*","chAB7233",2498,3011,2420.04922711511,1.03221040795844,0.0317025299585808
"3555","PRKAR1A | Hs.183037 | IMAGE:268778 | N2*","hAA7364",10845,13072,10506.4375612251,1.03222428504448,0.0317159739159822
"3030","COL14A1 | Hs.36131 | IMAGE:609332 | AA1*","hAA2451",2299,2771,2227.15257666422,1.03225976706248,0.0317503476549949
"2623","PAPSS1 | Hs.3833 | IMAGE:594322 | AA169*","hAE0540",1518,1829,1470.03322364448,1.03262972263756,0.0321086773195012
"5525","MAPK8IP1 | Hs.234249 | IMAGE:1761751 | *","hAD1250",5898,7106,5711.34832543339,1.03268084240904,0.0321581805490408
"2415","FLJ12783 | Hs.4944 | IMAGE:178922 | H48*","hAB8059",1089,1312,1054.50168913152,1.03271527321771,0.0321915211837178
"3139","Hs.270047 | IMAGE:447582 | AA702111","hAC2410",640,771,619.680489573479,1.03279030204825,0.0322641705451796
"3137","Hs.114132 | IMAGE:447372 | AA702659","hAC2395",684,824,662.278499881384,1.03279813571255,0.0322717554678704
"11807","Hs.146947 | IMAGE:1654134 | AI168503","hAD4400",1373,1654,1329.37941602404,1.03281274213379,0.0322858979391259
"5047","WT1 | Hs.1145 | IMAGE:503338 | AA130187","hAA8061",1265,1523,1224.0899943196,1.03342075000224,0.0328744160212504
"3288","TNFSF9 | Hs.1524 | IMAGE:1049030 | AA77*","hAB7201",937,1128,906.614257119176,1.03351562435978,0.0329662179352097
"8844","IMAGE:281978 | N54221","hAA0918",4553,5481,4405.27725467217,1.03353313237462,0.0329831580434573
"2478","TFDP1 | Hs.79353 | IMAGE:296095 | N73611","hAA5221",653,786,631.73653022666,1.03365876240481,0.0331047046020161
"10353","BCR | Hs.234799 | IMAGE:756163 | AA4193*","hAA1275",1665,2004,1610.68703126492,1.0337203737789,0.0331643079645804
"9194","CYP19 | Hs.79946 | IMAGE:135713 | R32428","hAA5068",1282,1543,1240.1647151905,1.03373365190693,0.0331771528722461
"6441","APRT | Hs.28914 | IMAGE:897774 | AA5985*","hAA2043",6624,7972,6407.38373914368,1.03380728697939,0.0332483824872019
"2979","PPP3R1 | Hs.278540 | IMAGE:363146 | AA0*","hAA3059",2725,3279,2635.45048678526,1.03397882588338,0.0334142980074877
"2263","KCNK6 | Hs.240395 | IMAGE:2063982 | AI3*","hAD6254",1043,1255,1008.68873464944,1.03401571185633,0.0334499711896797
"1890","IMAGE:115638 | g715635","hAE0052",1934,2327,1870.29377333007,1.03406214979612,0.0334948804657395
"3948","Hs.25087 | IMAGE:136801 | R36181","hAA3848",2212,2661,2138.74161187423,1.0342530335217,0.0336794594193279
"8421","Hs.191396 | IMAGE:450424 | AA682785","hAC4201",6528,7852,6310.93541391824,1.03439499406111,0.0338167090023829
"3165","Hs.306165 | IMAGE:810664 | AA463972","hAA5187",1751,2106,1692.66810770655,1.0344615060849,0.0338810073467226
"7500","Hs.190743 | IMAGE:436304 | AA776322","hAD0665",513,617,495.905138867493,1.03447203868778,0.0338911890201733
"3872","Hs.9772 | IMAGE:73756 | T54643","hAB1070",666,801,643.79257087984,1.03449469615626,0.0339130912268217
"6276","SIAT9 | Hs.225939 | IMAGE:1722146 | AI1*","hAD1932",997,1199,963.679516210897,1.03457631217494,0.0339919826891156
"6882","Hs.148126 | IMAGE:434576 | AA693812","hAD0636",1812,2179,1751.34083888536,1.03463584001915,0.0340495194130964
"9028","FUT4 | Hs.2173 | IMAGE:133213 | R28447","hAA1121",1106,1330,1068.96893791534,1.03464185045159,0.0340553286212723
"1578","POR | Hs.167246 | IMAGE:82556 | T73294","hAB4958",1823,2192,1761.78940745145,1.03474342182423,0.0341534943655485
"9124","KRT1 | Hs.80828 | IMAGE:379771 | AA7060*","hAB6907",499,600,482.241626127221,1.03475098988729,0.0341608082901639
"7139","IMAGE:231262 | g1005106","hAE0178",2644,3179,2555.07688243073,1.03480252127861,0.0342106078155658
"10313","RPL22 | Hs.326249 | IMAGE:2326112 | AI6*","hAD1902",11622,13973,11230.6037364594,1.03485086578827,0.0342573253093946
"3637","ZNF185 | Hs.16622 | IMAGE:855079 | AA63*","hAC2024",2430,2921,2347.71298319602,1.03504986230981,0.0344496017016448
"10000","TRIP4 | Hs.116784 | IMAGE:486384 | AA04*","hAB7173",2430,2921,2347.71298319602,1.03504986230981,0.0344496017016448
"1554","BMPR1A | Hs.2534 | IMAGE:1540433 | AA92*","hAC1054",1089,1309,1052.09048100089,1.03508207674686,0.0344807247778523
"4556","TDG | Hs.173824 | IMAGE:823614 | AA4905*","hAA0790",4086,4911,3947.14770985131,1.03517788042291,0.0345732770931143
"2510","DSC1 | Hs.69752 | IMAGE:1704980 | AI160*","hAD1226",610,733,589.138519918755,1.03541014443279,0.0347976230354972
"5984","ARHGEF2 | Hs.337774 | IMAGE:810567 | AA*","hAA5949",3318,3987,3204.49560561539,1.03542036200197,0.0348074911238264
"4445","HIVEP1 | Hs.306 | IMAGE:758037 | AA4297*","hAA1881",7544,9065,7285.86723473877,1.03542924362257,0.0348160688791335
"3913","Hs.325531 | IMAGE:129570 | R14976","hAB7451",2408,2893,2325.20837397675,1.03560611038126,0.0349868692073682
"6805","CEBPB | Hs.99029 | IMAGE:161993 | H26183","hAA4899",4650,5586,4489.66953924443,1.03571097145438,0.0350881198310715
"6445","Hs.56123 | IMAGE:131563 | R24223","hAA3748",4459,5355,4304.00651318545,1.0360114433702,0.0353781895004191
"4614","PTK9L | Hs.6780 | IMAGE:76481 | T60709","hAE0475",866,1040,835.885485287184,1.03602708175088,0.0353932841818083
"3103","SEPW1 | Hs.14231 | IMAGE:713230 | AA283*","hAB7274",254,305,245.139493281337,1.03614475415634,0.0355068581659165
"8290","TU3A | Hs.8022 | IMAGE:1576641 | AA9848*","hAD3406",3096,3717,2987.48687385814,1.03632254490937,0.0356784321671572
"6026","Hs.149263 | IMAGE:1849119 | AI247705","hAD7842",1532,1839,1478.07058407993,1.0364863603274,0.0358364934510072
"8767","CAPZA2 | Hs.75546 | IMAGE:549073 | AA08*","hAA0698",16381,19663,15803.8618242326,1.03651880674396,0.0358677971998659
"9982","Hs.20103 | IMAGE:127147 | R08141","hAA3601",1503,1804,1449.93982255585,1.03659474456714,0.0359410568851972
"6454","DED | Hs.16178 | IMAGE:2072912 | AI4395*","hAD1952",4574,5490,4412.51087906407,1.03659801082919,0.0359442078339418
"9020","NAALADASEL | Hs.13967 | IMAGE:1873071 |*","hAD8498",4007,4809,3865.16663340968,1.03669527863672,0.0360380371132735
"4705","MKPX | Hs.29106 | IMAGE:182999 | H42417","hAC3656",5492,6591,5297.42426300753,1.03673025367276,0.0360717735899334
"8045","ZNF212 | Hs.108139 | IMAGE:810502 | AA4*","hAA6102",2899,3479,2796.19769549434,1.03676503441488,0.036105321524505
"2709","SAS | Hs.50984 | IMAGE:855559 | AA664211","hAC2037",2100,2520,2025.41482973433,1.03682463916562,0.036162810960837
"7148","FLJ10597 | Hs.90375 | IMAGE:1584597 | A*","hAC6598",1935,2322,1866.27509311235,1.03682463916562,0.036162810960837
"7365","OGFR | Hs.67896 | IMAGE:1459136 | AA865*","hAC4976",2040,2448,1967.54583459906,1.03682463916562,0.036162810960837
"3946","BRE | Hs.80426 | IMAGE:739993 | AA477082","hAA2089",3531,4237,3405.42961650173,1.03687358061661,0.0362100130566188
"8378","Hs.221639 | IMAGE:460578 | AA700304","hAD0739",1422,1706,1371.1736902884,1.03706773990165,0.0363972500663535
"3122","Hs.132035 | IMAGE:1657176 | AI040541","hAD4497",1207,1448,1163.80979105369,1.0371110548118,0.0364390159066615
"5472","CSF3R | Hs.2175 | IMAGE:809639 | AA4430*","hAA1212",2517,3019,2426.47911546347,1.03730544555676,0.0366264331832687
"4226","SFTPD | Hs.253495 | IMAGE:1601355 | AI0*","hAC8734",973,1167,937.959962817445,1.03735771095954,0.0366768176542406
"4112","FBXO3 | Hs.16577 | IMAGE:297043 | N70417","hAA5445",562,674,541.718093349579,1.03743996536097,0.0367561067361757
"7903","DD96 | Hs.271473 | IMAGE:504927 | AA151*","hAC1112",6295,7549,6067.40339272399,1.0375113689571,0.0368249310936143
