"","Name","ID","F635_B635","F532_B532","F532_B532_plum","ratio","log635_532"
"9581","DVL3 | Hs.174044 | IMAGE:415830 | W84790","hAA7169",4628,8372,6728.87815656183,0.687781810328501,-0.374283627497532
"6850","Hs.12407 | IMAGE:27152 | R37289","hAB5382",382,691,555.38160608985,0.687815361206255,-0.374234847406303
"6373","FZD5 | Hs.152251 | IMAGE:2309073 | AI65*","hAD1814",408,738,593.157200136482,0.687844638665975,-0.374192282441519
"11239","","No_DNA",1506,2724,2189.37698261758,0.687866919199749,-0.374159891154772
"5083","Hs.133410 | IMAGE:1675029 | AI057241","hAD4798",606,1096,880.894703725724,0.687936932117921,-0.374058113683855
"2010","TAL1 | Hs.73828 | IMAGE:71727 | T51350","hAA1404",4972,8992,7227.19450355996,0.687957131574486,-0.374028751748079
"6898","Hs.13471 | IMAGE:24855 | R38952","hAC3422",1362,2463,1979.60187525224,0.688017129619284,-0.373941543656289
"2572","MMP16 | Hs.90800 | IMAGE:46916 | H09997","hAA1575",1601,2895,2326.81584606384,0.688064765721933,-0.373872309255589
"6165","MRPL50 | Hs.288224 | IMAGE:435415 | AA7*","hAB9440",2221,4016,3227.8039508782,0.688083921390493,-0.373844469722346
"5927","C9orf5 | Hs.86412 | IMAGE:320571 | W313*","hAA7556",2933,5303,4262.21223892109,0.688140297945942,-0.373762540404887
"5769","GNOLD43.11","xAA0093",380,687,552.166661915668,0.688198013769323,-0.373678671747126
"7843","Hs.186828 | IMAGE:462368 | AA705540","hAD0774",1275,2305,1852.61158037207,0.688217656365902,-0.373650130083431
"4699","Hs.62918 | IMAGE:1055547 | AA620831","hAC1599",2371,4286,3444.81268263545,0.688281256032206,-0.373557722213325
"9003","IMAGE:247925 | N77684","hAA2663",1206,2180,1752.1445749289,0.688299365963528,-0.373531410741212
"11792","LDLR | Hs.213289 | IMAGE:825295 | AA504*","hAA1601",5225,9442,7588.87572315537,0.688507783051098,-0.373228656518429
"9936","Hs.269521 | IMAGE:460258 | AA677602","hAC4333",3025,5466,4393.22121401899,0.688560819643471,-0.37315162826828
"7739","Hs.355832 | IMAGE:365531 | AA009697","hAA7850",6521,11782,9469.61806505153,0.688623337837281,-0.373060836933639
"7690","TFAP2B | Hs.33102 | IMAGE:363144 | AA01*","hAA1038",853,1541,1238.55724310341,0.688704542926628,-0.372942920073645
"9553","MVP | Hs.80680 | IMAGE:591281 | AA158990","hAA2191",14214,25677,20637.5303901144,0.68874520019162,-0.372883887408087
"8738","MAPK8IP3 | Hs.88500 | IMAGE:703774 | AA*","hAC3005",2345,4236,3404.62588045818,0.688768775876314,-0.372849658086126
"10951","Hs.269005 | IMAGE:213575 | H70163","hAB3828",567,1024,823.025708590458,0.688921371570596,-0.372628134116909
"11085","HIRIP3 | Hs.26484 | IMAGE:1898511 | AI3*","hAC8352",2030,3666,2946.49633563732,0.688953851884195,-0.372580988609026
"7752","ISGF3G | Hs.1706 | IMAGE:724588 | AA291*","hAA0068",13059,23581,18952.8996428433,0.689023856301118,-0.372479384037969
"2692","Hs.355952 | IMAGE:809974 | AA454833","hAA6222",1714,3095,2487.56305477292,0.689027760205446,-0.37247371820618
"5084","Hs.303754 | IMAGE:1675213 | AI078088","hAD4804",360,650,522.42842830449,0.689089606337769,-0.372383963684735
"4910","Hs.352546 | IMAGE:244154 | N75669","hAA3357",2770,5001,4019.48395377039,0.689143191479011,-0.372306204482728
"9209","Hs.349611 | IMAGE:768246 | AA424937","hAA1093",775,1399,1124.42672491997,0.689240110381723,-0.372165577557343
"4943","SLC26A10 | Hs.353207 | IMAGE:2169999 | *","hAD1685",918,1657,1331.79062415468,0.689297539230448,-0.372082259051281
"4650","Hs.308078 | IMAGE:435625 | AA701279","hAB9470",993,1792,1440.2949900333,0.689442098230892,-0.371872561734911
"5650","LOC51119 | Hs.110445 | IMAGE:77361 | T5*","hAB0836",7765,14012,11261.9494421577,0.689489864954702,-0.371803280979798
"7361","MGC5338 | Hs.99598 | IMAGE:811832 | AA4*","hAB5824",2710,4890,3930.26925293685,0.689520189481924,-0.371759300840379
"11394","RFC2 | Hs.139226 | IMAGE:860000 | AA663*","hAC4676",434,783,629.325322096024,0.689627422832001,-0.371603794135607
"6377","AGMAT | Hs.127305 | IMAGE:1553310 | AA9*","hAD2933",1225,2209,1775.45292019172,0.689964789304422,-0.371114712686498
"11028","Hs.153981 | IMAGE:1849383 | AI248035","hAD7850",335,604,485.456570301403,0.690072028053942,-0.370959298354957
"2244","RBBP8 | Hs.29287 | IMAGE:51737 | H23021","hAA0809",756,1363,1095.49222735234,0.690100742957487,-0.370917687762208
"9341","FLJ10525 | Hs.31082 | IMAGE:1874158 | A*","hAD8515",1182,2131,1712.76150879518,0.690113593708363,-0.370899066377782
"4864","pknbeta | Hs.44101 | IMAGE:259887 | N32*","hAD0381",2340,4218,3390.15863167437,0.690233187950942,-0.370725784932181
"5068","PLAGL1 | Hs.75825 | IMAGE:796904 | AA46*","hAA1995",1848,3331,2677.24476104962,0.690261879259588,-0.370684218237259
"7634","Hs.133951 | IMAGE:1673184 | AI074562","hAD4768",4894,8818,7087.34443198306,0.69052662065002,-0.370300754160474
"11391","PIN4 | Hs.11774 | IMAGE:767298 | AA4183*","hAB5698",454,818,657.456083620112,0.690540419825712,-0.370280770806607
"11342","ITGA10 | Hs.158237 | IMAGE:188388 | H44*","hAA4038",1431,2578,2072.03152025996,0.690626559493875,-0.37015603618789
"11612","LDLR | Hs.213289 | IMAGE:825295 | AA504*","hAA1601",5083,9157,7359.81095074494,0.690642739877104,-0.370132607906038
"10092","BCL10 | Hs.193516 | IMAGE:812172 | AA45*","hAB5870",322,580,466.166905256314,0.690739725126892,-0.369992190241265
"6552","GTF2H2 | Hs.191356 | IMAGE:345525 | W72*","hAA8562",6293,11331,9107.13310941257,0.690996818032224,-0.369620060098841
"8882","IMAGE:2900018 | g7540770","hAD9982",3457,6224,5002.45313502638,0.691060946837191,-0.369527258181811
"2502","TUBA1 | Hs.75318 | IMAGE:612274 | AA180*","hAA1396",7563,13616,10943.6699689137,0.691084437074878,-0.369493267202334
"7767","UROD | Hs.78601 | IMAGE:760148 | AA4244*","hAA2378",3926,7068,5680.80635577867,0.691099071878479,-0.369472090848389
"11335","DHFR | Hs.83765 | IMAGE:1570302 | AA932*","hAC6416",1376,2477,1990.85417986188,0.691160615337214,-0.369383043241279
"6080","ALDH5A1 | Hs.5299 | IMAGE:1468342 | AA8*","hAC5209",1346,2422,1946.64869746688,0.691444738720197,-0.368972046153573
"3311","BMP4 | Hs.68879 | IMAGE:797048 | AA4632*","hAA9122",1357,2441,1961.91968229425,0.691669497098444,-0.368647042803299
"11093","PRKCN | Hs.143460 | IMAGE:796932 | AA46*","hAB0732",2599,4675,3757.4660035746,0.691689558209572,-0.368618039326505
"11433","P17.3 | Hs.111497 | IMAGE:824843 | AA48*","hAB9867",3727,6704,5388.24643592815,0.691690709457688,-0.368616374927869
"492","IMAGE:1158719 | g2553857","hAE0057",6698,12048,9683.4118526346,0.691698349913481,-0.368605328930733
"11375","Hs.116971 | IMAGE:433104 | AA680394","hAD0617",1480,2662,2139.54534791777,0.691735747241979,-0.368551264442105
"6355","Hs.117869 | IMAGE:462391 | AA705570","hAD0776",586,1054,847.137789896819,0.691741068559077,-0.368543571769503
"9954","Hs.21256 | IMAGE:203514 | H55966","hAA3658",1562,2809,2257.69454631894,0.691856213475274,-0.368377128949821
"4266","ESPN | Hs.251216 | IMAGE:233109 | H72802","hAD6177",1970,3541,2846.02933019415,0.692192444786087,-0.367891262625078
"5811","NUCB2 | Hs.3164 | IMAGE:815794 | AA4852*","hAB7293",3109,5585,4488.86580320088,0.692602571853019,-0.367298933689756
"5305","Hs.353204 | IMAGE:453988 | AA779212","hAB6925",1662,2985,2399.15208998293,0.692744743836489,-0.367093682656517
"7321","Hs.115261 | IMAGE:1850267 | AI248850","hAD7905",348,625,502.335027215855,0.692764750904903,-0.367064802207136
"4065","N33 | Hs.71119 | IMAGE:293859 | N66008","hAA0763",769,1381,1109.95947613615,0.6928180861854,-0.366987816148857
"2179","CXX1 | Hs.250708 | IMAGE:345621 | W72596","hAA8710",1389,2494,2004.51769260215,0.692934766864981,-0.366819415730846
"8187","KIAA0602 | Hs.37656 | IMAGE:809525 | AA*","hAA6377",630,1131,909.025465249812,0.693049891431664,-0.366653288975751
"10395","IMAGE:200121","hAE0874",16555,29720,23887.0352141684,0.693053777983321,-0.366647681095557
"9802","Hs.134018 | IMAGE:1672125 | AI076071","hAD4745",1423,2554,2052.74185521487,0.693219167517314,-0.366409070747841
"11395","MGC2487 | Hs.337251 | IMAGE:878826 | AA*","hAC4716",5177,9290,7466.70784453648,0.693344390565395,-0.366228447151191
"11766","PTK2 | Hs.740 | IMAGE:724892 | AA404694","hAA1906",2349,4215,3387.74742354373,0.69338108965126,-0.366175518022251
"10961","DKFZP434A1319 | Hs.307084 | IMAGE:34461*","hAA6534",1983,3558,2859.69284293442,0.693431116177212,-0.366103371951193
"11629","CAMK2D | Hs.111460 | IMAGE:1671632 | AI*","hAD4723",437,784,630.129058139569,0.693508725482721,-0.365991457500026
"8618","STAU | Hs.6113 | IMAGE:854450 | AA669068","hAC0071",10927,19593,15747.6003011844,0.693883499137209,-0.36545120124523
"6398","Hs.191939 | IMAGE:451047 | AA704319","hAC4227",1814,3252,2613.74961360954,0.694022101640754,-0.365251472237828
"7896","IMAGE:117160 | g716096","hAE0072",1166,2090,1679.80833100982,0.69412681106246,-0.365100610293627
"818","IARS | Hs.172801 | IMAGE:1486013 | AA91*","chAC7987",949,1701,1367.15501007067,0.69414220992464,-0.365078426031142
"2466","SEC61A1 | Hs.306079 | IMAGE:206638 | H5*","hAB7562",2529,4532,3642.53174934761,0.694297311328296,-0.36485500772314
"5968","CDC14B | Hs.22116 | IMAGE:270520 | N295*","hAB8660",605,1084,871.24987120318,0.694404693758527,-0.364700356213958
"8069","EIF3S9 | Hs.57783 | IMAGE:882515 | AA67*","hAA8517",5224,9360,7522.96936758465,0.694406655769387,-0.364697530760579
"6244","TRAF6 | Hs.90957 | IMAGE:813166 | AA456*","hAA0732",677,1213,974.931820820532,0.694407532446952,-0.364696268276983
"10810","TCEA2 | Hs.80598 | IMAGE:730149 | AA412*","chAA0450",2151,3854,3097.59871182385,0.694408863158876,-0.36469435195179
"3949","PAPPA | Hs.75874 | IMAGE:140337 | R67000","hAA3863",664,1189,955.642155775443,0.694820750619991,-0.364101379459556
"11161","Hs.133922 | IMAGE:1671092 | AI073806","hAD4704",725,1298,1043.24938452189,0.694944095588669,-0.363923874654569
"11053","Hs.271955 | IMAGE:432555 | AA699368","hAD0616",1402,2510,2017.37746929888,0.694961662522807,-0.363898596776503
"5274","USP22 | Hs.12064 | IMAGE:2312140 | AI66*","hAD1830",6415,11484,9230.10472407501,0.695008365752088,-0.363831396436426
"7831","ANXA4 | Hs.77840 | IMAGE:755506 | AA419*","hAA1305",6666,11932,9590.17847158334,0.695086125847608,-0.363719519012162
"7013","ACTN4 | Hs.182485 | IMAGE:140951 | R666*","chAA7396",10388,18593,14943.864257639,0.695134793846233,-0.363649504242632
"10267","CCT8 | Hs.15071 | IMAGE:884690 | AA6300*","hAA8478",946,1693,1360.72512172231,0.69521756076835,-0.363530445326465
"4795","DLC1 | Hs.8700 | IMAGE:869233 | AA679864","hAA8843",404,723,581.101159483302,0.695231791241348,-0.363509976442823
"8823","CASP8AP2 | Hs.122843 | IMAGE:194061 | H*","hAA4244",2085,3731,2998.73917846777,0.695292213131169,-0.363423071233464
"3207","RNPEP | Hs.283667 | IMAGE:139573 | R641*","hAA0937",1895,3391,2725.46892366235,0.69529319653867,-0.36342165685432
"6103","CDA02 | Hs.332404 | IMAGE:376767 | AA04*","hAA5179",701,1254,1007.88499860589,0.695515858425935,-0.363101466403484
"10241","EEF2 | Hs.75309 | IMAGE:34849 | R20379","hAA1146",12646,22622,18182.1167770833,0.695518577679524,-0.363097556717976
"9486","H4FE | Hs.278483 | IMAGE:2308333 | AI65*","hAD1805",3603,6445,5180.0788006499,0.6955492645301,-0.363053436870403
"11300","Hs.146606 | IMAGE:1653494 | AI140549","hAD4386",1344,2404,1932.18144868307,0.695586846109118,-0.362999406817212
"10265","MADCAM1 | Hs.102598 | IMAGE:859807 | AA*","hAA8382",1701,3042,2444.96504446501,0.69571546793717,-0.362814512668585
"8074","MSH5 | Hs.112193 | IMAGE:1046542 | AA62*","hAB5042",1526,2729,2193.39566283531,0.695724909945068,-0.362800941109144
"6547","Hs.107242 | IMAGE:28988 | R40258","hAC9376",1677,2999,2410.40439459256,0.695733879245382,-0.362788049171009
"10297","FLJ22529 | Hs.153503 | IMAGE:1694427 | *","hAD5175",1594,2850,2290.6477241043,0.695873042033686,-0.362588046157744
"11042","TCEA2 | Hs.80598 | IMAGE:730149 | AA412*","chAA0450",2947,5269,4234.88521344055,0.695886630090209,-0.362568519716799
"9597","PCK1 | Hs.1872 | IMAGE:742082 | AA405769","hAA0189",3083,5511,4429.38933597853,0.696032740892242,-0.362358578242293
"9902","IMAGE:239411","hAE0892",1539,2751,2211.07785579331,0.696040619269747,-0.362347259330904
"10283","ARHD | Hs.15114 | IMAGE:591907 | AA1434*","hAA2027",1746,3121,2508.4601919051,0.69604453187434,-0.36234163811644
"7164","Hs.20474 | IMAGE:383197 | AA074230","hAB8258",2221,3970,3190.83209287511,0.696056682192499,-0.362324182032017
"7070","TGFB1 | Hs.1103 | IMAGE:136821 | R36467","hAA0067",7789,13921,11188.8094621951,0.696141982426065,-0.362201641713827
"11104","PRKCI | Hs.1904 | IMAGE:71622 | T57957","hAA0164",2594,4636,3726.12029787633,0.696166466090327,-0.362166471828462
"9697","Hs.184341 | IMAGE:267736 | N23282","hAB8634",949,1696,1363.13632985295,0.696188619741635,-0.362134649987129
"7596","Hs.133951 | IMAGE:1673184 | AI074562","hAD4768",4029,7200,5786.89951352666,0.696227745199717,-0.362078452058008
"11744","","No_DNA",1603,2864,2301.90002871394,0.696381241584844,-0.361858007716192
"6939","MTIF2 | Hs.149894 | IMAGE:50754 | H18070","hAA0324",3810,6807,5471.03124841333,0.696395218196744,-0.361837937572413
"8963","IMAGE:77915 | T61323","hAA1512",3556,6353,5106.13508464373,0.696417141546915,-0.361806456877946
"11132","Hs.68846 | IMAGE:511210 | AA088678","hAB2662",267,477,383.382092771141,0.696433153854646,-0.3617834647333
"10200","Hs.209754 | IMAGE:433230 | AA699399","hAB9356",589,1052,845.530317809728,0.696604234755003,-0.361537841891277
"8121","ALDH7A1 | Hs.74294 | IMAGE:563673 | AA1*","hAA1300",3160,5644,4536.28622977006,0.696605072947563,-0.361536638636955
"7219","RBBP7 | Hs.31314 | IMAGE:586711 | AA130*","hAC0102",1804,3222,2589.63753230318,0.696622588102341,-0.361511495359559
"7224","DAPK3 | Hs.25619 | IMAGE:1586016 | AA97*","hAC0954",2154,3847,3091.97255951903,0.696642663715962,-0.36148267728117
"6589","Hs.148864 | IMAGE:1848301 | AI240566","hAD7798",2017,3602,2895.05722885042,0.696704707561487,-0.361393620026898
"8084","YES1 | Hs.194148 | IMAGE:133178 | R28423","hAA0702",3296,5883,4728.3791441774,0.697067620742457,-0.360872856080302
"6484","SERPINA1 | Hs.297681 | IMAGE:240663 | H*","hAA5897",1124,2006,1612.29450335201,0.697143107331303,-0.360764570313453
"4066","MAGEA10 | Hs.18048 | IMAGE:131595 | R23*","hAA0767",1718,3066,2464.2547095101,0.697168191814694,-0.360728589132767
"5396","PTPN21 | Hs.155693 | IMAGE:151449 | H03*","hAA8893",1081,1929,1550.40682799902,0.697236351438905,-0.360630827511729
"8742","FRAT2 | Hs.140720 | IMAGE:259999 | N326*","hAC8644",792,1413,1135.67902952961,0.697380139464267,-0.36042462311531
"5596","VIL1 | Hs.166068 | IMAGE:1161775 | AA87*","hAB6987",17105,30515,24526.0053687869,0.697422990120059,-0.360363179812099
"9252","HSF4 | Hs.75486 | IMAGE:489805 | AA1020*","hAA7157",3688,6579,5287.77943048498,0.697457231052042,-0.360314084654722
"7821","IGFBP7 | Hs.119206 | IMAGE:68605 | T532*","hAB0276",2623,4678,3759.87721170523,0.697629165078606,-0.360067599522459
"10962","Hs.355530 | IMAGE:273075 | N36421","hAA6543",1768,3153,2534.17974529855,0.69766164112077,-0.360021048592681
"8350","KIT | Hs.81665 | IMAGE:269806 | N24824","hAA5016",1056,1883,1513.43496999593,0.69775049535352,-0.359893696636154
"4457","CCNC | Hs.118442 | IMAGE:1584623 | AA97*","hAC8089",4388,7824,6288.43080469897,0.697789343045822,-0.359838022564741
"7869","IMAGE:343317 | g1376946","hAE0078",11858,21143,16993.3911686797,0.697800685119007,-0.359821768402764
"10257","PSMD1 | Hs.3887 | IMAGE:2062238 | AI337*","hAC8606",1880,3352,2694.12321796408,0.697815150942019,-0.359801038023187
"11597","Hs.356470 | IMAGE:742542 | AA400010","hAB0748",1069,1906,1531.92089899747,0.697816708878102,-0.359798805434311
"9286","Hs.222510 | IMAGE:1654216 | AI023688","hAD4401",751,1339,1076.20256230725,0.697824021520583,-0.359788326172246
"9151","Hs.133949 | IMAGE:1672041 | AI074534","hAD4739",594,1059,851.156470114546,0.697874034747174,-0.35971665848397
"8077","PPP2R3 | Hs.28219 | IMAGE:786537 | AA45*","hAB6175",663,1182,950.016003470626,0.697882980473918,-0.359703840025389
"2685","HCLA-ISO | Hs.143601 | IMAGE:120362 | T*","hAA2625",2481,4423,3554.92452060117,0.697905113209111,-0.359672126421734
"5897","Hs.269580 | IMAGE:450925 | AA704707","hAC4220",906,1615,1298.03371032577,0.697978791146047,-0.359566561858986
"8967","FHL1 | Hs.239069 | IMAGE:813266 | AA456*","hAA1670",3734,6656,5349.66710583797,0.697987356245993,-0.359554290644585
"10558","Hs.44493 | IMAGE:1706740 | AI146799","hAD5460",1468,2616,2102.57348991468,0.69819200472254,-0.359261135647837
"10178","Hs.191891 | IMAGE:450427 | AA682797","hAC2928",907,1616,1298.83744636932,0.698316792863778,-0.359082421211113
"9280","CGTHBA | Hs.19699 | IMAGE:773217 | AA42*","hAA2189",3961,7057,5671.96525929967,0.6983470135868,-0.359039145624122
"11199","Hs.24723 | IMAGE:251727 | H97851","hAB8566",2316,4126,3316.21491566819,0.698386581960519,-0.35898248718352
"10244","C9orf5 | Hs.86412 | IMAGE:813478 | AA45*","hAB5935",910,1621,1302.85612658704,0.698465457106022,-0.358869554469989
"10768","PGF | Hs.2894 | IMAGE:586803 | AA130714","hAA8177",2057,3664,2944.88886355023,0.698498345883304,-0.358822468386272
"11211","RAP1GA1 | Hs.75151 | IMAGE:971276 | AA6*","hAA8155",3807,6780,5449.3303752376,0.698617947133368,-0.358651256797152
"8150","IMAGE:2340423 | g4990713","hAE0218",648,1154,927.511394251356,0.698643708332053,-0.358614382960979
"9267","TCF7 | Hs.169294 | IMAGE:756272 | AA480*","hAA0047",5875,10462,8408.68648757165,0.698682250632542,-0.358559217163405
"11570","PRKCN | Hs.143460 | IMAGE:261541 | H986*","hAD1031",9237,16447,13219.0467081907,0.698764457370186,-0.358441564393867
"8819","CDH16 | Hs.115418 | IMAGE:1590245 | AA9*","hAC6653",1800,3205,2575.97401956291,0.698764811418954,-0.358441057715723
"866","ALCAM | Hs.10247 | IMAGE:26617 | R13558","hAA1334",806,1435,1153.3612224876,0.69882703205644,-0.358352017932302
"7490","TBCA | Hs.24930 | IMAGE:307882 | W21373","hAA2845",6346,11295,9078.19861184494,0.699037360971586,-0.358051089004171
"9669","DKFZP586B0923 | Hs.172854 | IMAGE:12916*","hAC1633",1290,2296,1845.37795598017,0.699043789820726,-0.358041892328948
"9751","TOB2 | Hs.4994 | IMAGE:1505688 | AA8794*","hAC0890",1733,3084,2478.72195829392,0.699150622441255,-0.357889077212822
"4456","THBS3 | Hs.169875 | IMAGE:1557047 | AA9*","hAC8079",1460,2598,2088.10624113087,0.699198140037788,-0.357821114773371
"1107","CDKN3 | Hs.84113 | IMAGE:700792 | AA284*","hAA2066",553,984,790.876266848643,0.699224421290964,-0.357783527775127
"10662","DPYSL2 | Hs.173381 | IMAGE:841620 | AA4*","hAE0388",9419,16758,13469.0086177333,0.699309078145436,-0.357662462595623
"8259","HSF2BP | Hs.97624 | IMAGE:726874 | AA39*","hAB6086",366,651,523.232164348035,0.699498281907131,-0.357391941052411
"9490","ERCC2 | Hs.99987 | IMAGE:39722 | R54492","hAA9012",1658,2949,2370.21759241529,0.699513835905027,-0.357369705365244
"4690","ENTPD5 | Hs.80975 | IMAGE:1635701 | AI0*","hAC7322",906,1611,1294.81876615159,0.699711823526298,-0.357086709379203
"1143","WISP2 | Hs.194679 | IMAGE:1632487 | AI0*","hAC8233",342,608,488.671514475584,0.699856631436796,-0.35687977714877
"8375","ALDH1B1 | Hs.169517 | IMAGE:197657 | R9*","hAB6689",1586,2819,2265.73190675439,0.699994555963113,-0.356682721164528
"11495","PCDHA12 | Hs.197873 | IMAGE:2304929 | A*","hAD1776",741,1317,1058.52036934925,0.700033765486768,-0.356626708692402
"11558","Hs.148122 | IMAGE:434067 | AA693780","hAD0623",1118,1987,1597.02351852465,0.700052307954002,-0.356600221081981
"11514","ERAL1 | Hs.3426 | IMAGE:1420790 | AA826*","hAC4887",4115,7313,5877.72168644728,0.700101198988083,-0.356530384404989
"11659","HSA250839 | Hs.58241 | IMAGE:344959 | W*","hAB2396",1519,2699,2169.28358152895,0.700231179055613,-0.35634474266744
"9186","MMEL2 | Hs.23765 | IMAGE:265103 | N21338","hAB8604",224,398,319.886945331057,0.700247394491758,-0.356321585674606
"10785","CRADD | Hs.155566 | IMAGE:24032 | R37937","hAA0651",2029,3605,2897.46843698105,0.700266471966841,-0.356294342138443
"9604","TBCE | Hs.343564 | IMAGE:825585 | AA504*","hAA1642",4916,8734,7019.83060432525,0.700301798874038,-0.356243895604789
"11360","ING1 | Hs.46700 | IMAGE:243358 | N49419","hAA0893",1643,2919,2346.10551110893,0.700309509619371,-0.356232885062055
"10820","PIK3R3 | Hs.88051 | IMAGE:2109709 | AI3*","hAD1610",1092,1940,1559.24792447802,0.700337632558059,-0.356192727997732
"10530","IMAGE:712895 | AA282219","hAC8153",1543,2741,2203.04049535786,0.70039565920433,-0.356109876184833
"7746","TRAP240 | Hs.11861 | IMAGE:837892 | AA4*","hAB1375",9854,17504,14068.5957062181,0.700425273834876,-0.356067594363008
"11189","Hs.355842 | IMAGE:950361 | AA600186","hAB0697",751,1334,1072.18388208952,0.700439553835128,-0.356047206956642
"10108","CYC1 | Hs.289271 | IMAGE:813830 | AA447*","hAA2296",2111,3749,3013.20642725159,0.700582602276436,-0.3558430011328
"10289","Hs.146958 | IMAGE:1701289 | AI174478","hAD5315",3242,5757,4627.10840269069,0.700653565435113,-0.355741714625397
"6367","LOC51678 | Hs.108931 | IMAGE:743532 | A*","hAB1032",1257,2232,1793.93884919326,0.700692780339349,-0.355685747156162
"11758","CUL4B | Hs.155976 | IMAGE:882694 | AA78*","hAC0852",1955,3471,2789.76780714597,0.700775166661641,-0.355568175687528
"6187","DKFZP564I122 | Hs.13024 | IMAGE:66556 |*","hAA2564",2297,4078,3277.63558557801,0.70081006262779,-0.355518380690511
"6399","ANXA8 | Hs.87268 | IMAGE:461307 | AA699*","hAC4376",7662,13602,10932.4176643041,0.700851379381298,-0.355459426720198
"8330","DNAJB1 | Hs.82646 | IMAGE:730555 | AA43*","hAA9308",2754,4889,3929.46551689331,0.700858676112611,-0.355449015535254
"11751","TNFSF13B | Hs.270737 | IMAGE:593690 | A*","hAB2775",854,1516,1218.46384201478,0.700882513335707,-0.355415004658955
"4258","CYP4F8 | Hs.268554 | IMAGE:2119167 | AI*","hAD6271",925,1641,1318.93084745795,0.701325624298503,-0.354782985822874
"3846","Hs.12314 | IMAGE:950600 | AA608534","hAB1377",146,259,208.167635278251,0.701357825412422,-0.35473707223641
"4599","IMAGE:810558 | AA464568","hAA5426",8533,15135,12164.5450190592,0.701464788582777,-0.354584575164443
"6342","LOC51107 | Hs.108408 | IMAGE:73600 | T5*","hAB1352",2209,3918,3149.03781861075,0.701484112685104,-0.354557027329577
"11234","B3GNT6 | Hs.8526 | IMAGE:1909163 | AI30*","hAC8368",3398,6026,4843.31339840439,0.70158581955887,-0.354412049703578
"10115","Hs.22579 | IMAGE:39147 | R51836","hAB6411",3564,6320,5079.61179520673,0.701628420377143,-0.354351330795412
"9959","ZNF198 | Hs.109526 | IMAGE:491418 | AA1*","hAA7094",4693,8321,6687.88761834101,0.701716336729375,-0.354226035351221
"7712","","No_DNA",1735,3076,2472.29206994555,0.70177792546906,-0.354138270489783
"6356","MAT1A | Hs.323715 | IMAGE:462544 | AA69*","hAD0782",1514,2684,2157.22754087577,0.701826752770531,-0.354068696339387
"6282","Hs.7000 | IMAGE:1585492 | AA974044","hAD3717",540,957,769.175393672918,0.702050539372335,-0.353749884139843
"9043","Hs.148116 | IMAGE:434753 | AA693644","hAD0639",443,785,630.932794183114,0.702135004051523,-0.353629579982481
"8417","FLJ22609 | Hs.18740 | IMAGE:461465 | AA*","hAC1125",3625,6423,5162.3966076919,0.702193239976719,-0.353546642214226
"11678","Hs.112876 | IMAGE:1048713 | AA620638","hAC1539",1359,2407,1934.5926568137,0.702473461384005,-0.353147655877137
"5364","FLJ22490 | Hs.153746 | IMAGE:73755 | T5*","hAB0147",2298,4069,3270.40196118611,0.702665919135691,-0.352873721838197
"9054","NR2F6 | Hs.239752 | IMAGE:1323361 | AA8*","hAD1067",1677,2969,2386.2923132862,0.702763861184541,-0.352734345185759
"9081","Hs.356641 | IMAGE:842946 | AA489324","hAB0921",1379,2441,1961.91968229425,0.70288300405214,-0.352564824844867
"8092","IMAGE:774754 | AA442092","hAA2337",4783,8466,6804.42934465509,0.702924486056581,-0.35250580964578
"9867","NPDC1 | Hs.105547 | IMAGE:2017597 | AI3*","hAD1405",2620,4636,3726.12029787633,0.703144233290924,-0.352193239949708
"8794","IGKV2OR22-4 | Hs.323936 | IMAGE:236305 *","chAA2111",8977,15883,12765.7395796311,0.703210334505306,-0.352099236323675
"10814","PGAM2 | Hs.46039 | IMAGE:283315 | N45318","chAA8182",1725,3052,2453.00240490047,0.70321985683907,-0.352085695184096
"11578","CUL4B | Hs.155976 | IMAGE:882694 | AA78*","hAC0852",2192,3878,3116.88837686894,0.703265479850763,-0.352020819979899
"9926","Hs.186802 | IMAGE:460171 | AA676934","hAC0784",1070,1893,1521.47233043138,0.703266157785875,-0.352019855998579
"9534","FGF1 | Hs.75297 | IMAGE:360478 | AA0157*","hAA1133",758,1341,1077.81003439434,0.703277920794222,-0.352003129884515
"3373","ARSDR1 | Hs.179817 | IMAGE:79032 | T618*","hAB0202",2152,3807,3059.82311777722,0.703308628363884,-0.351959467346031
"8542","Cab45 | Hs.42806 | IMAGE:1712085 | AI12*","hAD5579",3348,5922,4759.72484987567,0.703402004443062,-0.351826709297379
"7356","Hs.12473 | IMAGE:44156 | H06157","hAB5385",2841,5024,4037.96988277193,0.70357136939559,-0.351585958539055
"9663","IMAGE:124068 | g752432","hAE0121",3815,6746,5422.00334975706,0.703614467551175,-0.351524704148247
"9727","MPHOSPH1 | Hs.240 | IMAGE:292964 | N911*","hAA4565",1426,2521,2026.21856577787,0.70377402718771,-0.351297958458887
"9973","KIAA0217 | Hs.78851 | IMAGE:824044 | AA*","hAA1804",7924,14008,11258.7344979835,0.703809118282274,-0.351248098392454
"5344","FLJ11274 | Hs.18104 | IMAGE:811953 | AA*","hAB5845",1300,2298,1846.98542806726,0.703849624498857,-0.351190547204281
"7289","NUFIP1 | Hs.120247 | IMAGE:2308669 | AI*","hAD1810",984,1739,1397.6969797254,0.704015258152254,-0.350955249547238
